ID_Cliente,Sector_Negocio,Tiempo_en_Servicio_Meses,Transacciones_Ult_Mes,Tasa_Uso_Caracteristica_X,Ingresos_Previstos_USD,Costo_Retencion_USD,Etiqueta_Real,Probabilidad_Modelo,Prediccion_Modelo
100041,Finanzas,31,6,0.12360965883412046,3863.0928022840344,110,0,0.2635433429346665,0
100042,Retail,1,8,0.07947344217184757,20699.148806171484,59,0,0.2862422365234745,0
100043,Manufactura,34,8,0.27066144342298404,18877.66836073168,98,0,0.2544135741082372,0
100044,Retail,18,7,0.2713000303830102,7890.691171417593,54,0,0.17857533799307357,0
100045,Salud,18,7,0.4968393118470496,26866.522073944067,73,0,0.3068356623426099,1
100046,Retail,6,6,0.36926546543175354,8375.539369804757,49,0,0.3118737227967323,1
100047,Finanzas,52,6,0.19974075502859462,811.6171133292936,115,0,0.16992785062776708,0
100048,Finanzas,40,5,0.1546625869960014,13912.120032233053,112,0,0.2181369361559711,0
100049,Retail,1,11,0.45567607925279796,2273.6200347942263,59,0,0.30445169273545303,1
100050,Manufactura,47,3,0.28988634754537107,32804.72350928368,91,0,0.2338738582115716,0
100051,Salud,42,9,0.3196120884438492,3415.4811004789103,89,0,0.16317965374130153,0
100052,Manufactura,30,3,0.4936313571035606,8546.349765179117,100,0,0.2909675189519426,0
100053,Manufactura,4,5,0.34665689485199697,16276.30527416135,97,1,0.2256279554722538,0
100054,Finanzas,32,8,0.32226926248816445,11028.633351775286,112,1,0.22179001463775153,0
100055,Manufactura,10,4,0.09899663987981488,5340.453294087316,108,0,0.23688395614548413,0
100056,Retail,43,7,0.13295144603620795,22690.48422745683,58,0,0.22555004662819983,0
100057,Retail,5,11,0.6065972767385532,1863.7038751779576,44,0,0.2797310595996322,0
100058,Retail,9,6,0.7457999892259082,17719.387311331615,56,0,0.26013204405402746,0
100059,Retail,5,5,0.390581678248154,7605.918854207961,54,0,0.1865426141114436,0
100060,Finanzas,11,5,0.1633345983758255,4721.949076680346,112,0,0.32440209201974546,1
100061,Retail,35,8,0.2471790948103663,18473.905535990656,44,0,0.22900957241474895,0
100062,Salud,27,5,0.32367608804837394,13972.51226388659,86,0,0.2758945778876559,0
100063,Finanzas,4,2,0.09495964504512118,12700.3791009266,126,0,0.2864643671406061,0
100064,Retail,10,5,0.3579856456727481,17248.671145983673,47,1,0.3544858312029842,1
100065,Finanzas,39,3,0.2930824196834192,5168.989263169425,126,0,0.20146757738854099,0
100066,Retail,33,13,0.5648511768311214,10959.117800693006,53,0,0.17244737133436666,0
100067,Salud,59,5,0.09470872281449731,8745.078079171275,80,0,0.23100588963076943,0
100068,Retail,38,8,0.19902455559966628,6124.773659020549,53,1,0.224404792083523,0
100069,Manufactura,8,9,0.6037920762238435,17400.135093245055,91,1,0.23940754619588997,0
100070,Salud,49,7,0.08931013150717629,24689.56496045861,72,0,0.20083009659041978,0
100071,Retail,24,9,0.4478590107088379,4708.894419533571,45,0,0.2246931019956044,0
100072,Retail,39,5,0.5508531843056653,16460.841023580197,48,0,0.29173224810896253,0
100073,Salud,33,2,0.22942737070399968,882.7386994092273,79,1,0.2755573378386044,0
100074,Salud,41,4,0.16525814652317003,16213.283454921278,73,0,0.23127498719921497,0
100075,Salud,43,5,0.1421204954276221,5998.658972456061,83,0,0.21333787328006518,0
100076,Salud,19,5,0.3446180557801281,9447.26322092631,71,0,0.26010267048375646,0
100077,Retail,2,6,0.18219351788385227,14004.135620676372,46,1,0.285855485120425,0
100078,Finanzas,55,7,0.342192998690925,7405.274169080918,111,0,0.1695997025644752,0
100079,Retail,11,8,0.5080476386464807,4105.048412762567,44,0,0.2970302927019826,0
100080,Manufactura,35,8,0.48332445410428154,7204.192661892916,91,1,0.24889795014514393,0
100081,Finanzas,17,3,0.16179608921941893,5368.470911473687,114,0,0.3326979837769313,1
100082,Retail,42,7,0.4227304987296972,8006.242937498327,58,0,0.1575581335485572,0
100083,Retail,3,7,0.11346372263653319,12463.49153134532,54,0,0.28060902796475323,0
100084,Retail,22,5,0.38040020292039434,12960.540258735564,58,0,0.30103983419254504,1
100085,Retail,35,7,0.2578295355073821,5383.397046234248,46,0,0.26248024618640764,0
100086,Salud,21,9,0.5248723357180011,2262.5751230902683,87,1,0.2722163602099931,0
100087,Finanzas,25,7,0.22010643874843175,5655.208005624416,117,0,0.23874048026293765,0
100088,Manufactura,39,3,0.12840505792188397,13833.373147847551,107,1,0.2054674682744589,0
100089,Finanzas,2,4,0.49144385804961377,9371.269381365295,126,0,0.379090730875918,1
100090,Retail,1,10,0.0687207650409456,3305.5544713319937,59,0,0.3044222742587368,1
100091,Salud,7,7,0.5039884884930458,5619.022102771037,80,0,0.29072091843137143,0
100092,Salud,20,9,0.19059071040619396,13448.134749761337,78,0,0.27310771123111804,0
100093,Finanzas,43,4,0.14423527345462278,20358.010588836954,120,0,0.21520255075285377,0
100094,Salud,55,6,0.1407398114217284,18124.38882269866,78,1,0.19624170856510012,0
100095,Finanzas,6,10,0.1408897059360964,9721.282685036836,111,1,0.32394369220792735,1
100096,Finanzas,55,6,0.10430217898402067,22938.54099910515,125,0,0.19287970111602465,0
100097,Finanzas,36,3,0.18475376181840975,14602.791813031588,114,0,0.23490772314426409,0
100098,Retail,51,8,0.5115340623304203,10161.048657707903,54,0,0.20976417396457714,0
100099,Retail,21,3,0.3036399072072104,9096.062908399332,40,1,0.3399893435473875,1
100100,Retail,51,3,0.25908048599848005,4684.817444001586,58,1,0.24449826411242567,0
100101,Finanzas,46,7,0.05245206236087557,9523.22691389346,127,0,0.16896259861986415,0
100102,Retail,35,6,0.22728002696485877,3156.2238790093556,54,0,0.1886417714679836,0
100103,Finanzas,36,8,0.4233623947212262,15324.21131157841,119,0,0.18534756545006015,0
100104,Manufactura,8,7,0.11442049901294671,994.9174218028634,107,0,0.36710549411847326,1
100105,Retail,50,6,0.2853095133502112,8890.686543783671,58,0,0.22967337773946336,0
100106,Finanzas,4,8,0.40774786713410566,25904.487925753678,127,0,0.28614976482741616,0
100107,Salud,43,6,0.47368351210952725,5907.5882668439335,85,0,0.17490168852135812,0
100108,Retail,16,6,0.15109073077353846,8956.03136380336,48,1,0.30571331992525375,1
100109,Retail,3,10,0.06788023147686333,8086.105123861284,55,0,0.2237506355975915,0
100110,Retail,7,8,0.3389666252729319,24583.569720142128,43,0,0.212022177582765,0
100111,Retail,2,4,0.4962449493153797,22119.340012298693,52,0,0.3407434414775366,1
100112,Manufactura,1,8,0.28035932886473447,2528.699329768488,101,1,0.29751363099370853,0
100113,Salud,58,7,0.29369966888803656,14744.93928144811,79,0,0.1912693142610023,0
100114,Finanzas,1,8,0.1380088973547654,25794.722746646243,114,1,0.3561529907407398,1
100115,Manufactura,38,4,0.1564002851207706,19591.6409718782,107,0,0.2285720795021515,0
100116,Salud,51,5,0.4641563756889724,14247.757380718765,78,0,0.17491708100309084,0
100117,Retail,7,8,0.45424530981198985,10763.435816337344,54,0,0.3306469618241013,1
100118,Manufactura,24,9,0.06819916762501928,10797.35682589413,101,1,0.16464626562439807,0
100119,Finanzas,5,6,0.24075359188112733,3941.9865091283473,111,1,0.3332785719438742,1
100120,Salud,21,6,0.49081327486644044,35706.9445885661,75,1,0.37846488673630674,1
100121,Manufactura,28,6,0.6315460775081467,7219.383459763007,95,0,0.24463067890851484,0
100122,Retail,18,5,0.16306241183494063,4243.661928372413,59,1,0.282316338441153,0
100123,Retail,24,6,0.392877199379071,8950.725172891232,41,0,0.238975629703789,0
100124,Retail,58,6,0.19283171313989567,2281.270621124991,43,0,0.18160364708861143,0
100125,Finanzas,32,4,0.34439511935616046,3715.070524889269,114,0,0.3094988881787312,1
100126,Salud,45,4,0.3504970770121573,20749.50114667038,85,0,0.1908437062876026,0
100127,Manufactura,33,4,0.36965174043335897,3886.8576265014394,104,0,0.2397287145088666,0
100128,Retail,10,4,0.19454381623032568,4625.704082821722,55,0,0.2585700226096003,0
100129,Finanzas,9,7,0.06119366027531446,6123.93101883043,112,0,0.3099791505286257,1
100130,Finanzas,49,7,0.11242832768652862,22174.82539947463,112,0,0.18917557564884122,0
100131,Retail,33,7,0.6111064121772569,8009.345348456829,49,1,0.2080036459725444,0
100132,Retail,33,6,0.057335974068466786,5059.454527926889,45,0,0.2295206287381796,0
100133,Retail,7,4,0.15539928637407419,6108.939270176996,54,1,0.2832540403392165,0
100134,Manufactura,4,7,0.3266650611266635,16634.30587731949,93,0,0.35972085655263253,1
100135,Retail,28,7,0.14264133130296183,4080.2086490279326,46,0,0.22152500376265893,0
100136,Finanzas,23,6,0.10610982998303115,10439.975687870323,115,0,0.28812319036194317,0
100137,Salud,53,5,0.2157714510584789,8991.387189175199,81,0,0.1751797882219179,0
100138,Finanzas,32,6,0.41380805680673977,7572.57848232902,127,0,0.3066269180714269,1
100139,Manufactura,44,7,0.612804447988518,15261.297811806655,101,0,0.2280909063755356,0
100140,Manufactura,16,5,0.366972950527052,11864.501993820493,101,0,0.29434288306857137,0
100141,Retail,46,5,0.5150265251095817,5111.87721698436,50,0,0.20897567506510947,0
100142,Finanzas,55,5,0.12080052194659073,9069.200849497849,123,1,0.16537784859345836,0
100143,Retail,10,7,0.6414539068467199,27305.334256442588,59,1,0.3570179356654805,1
100144,Retail,14,5,0.28566213017331105,13037.437366527727,56,0,0.2839337075857641,0
100145,Retail,39,4,0.2516604885363393,1371.8391235250383,46,0,0.2132057739253488,0
100146,Finanzas,36,5,0.31201983272053296,11579.844620952252,128,1,0.2732750218641143,0
100147,Finanzas,34,7,0.3653529220691814,17760.522135564697,127,0,0.2688605040979567,0
100148,Retail,24,5,0.3791454353320638,5612.766219864317,46,1,0.2115659599043883,0
100149,Retail,18,4,0.10051589120860668,11637.17058034893,59,0,0.23239392670001013,0
100150,Manufactura,16,7,0.3782624796511465,17153.796274574874,104,0,0.2300140039458261,0
100151,Retail,41,7,0.2139736858471089,7719.465645347598,51,0,0.25487290668341483,0
100152,Retail,37,4,0.28809408607876824,9382.667523923257,49,1,0.22623955132936943,0
100153,Finanzas,41,4,0.35917759159332063,3572.658368911354,115,1,0.22847988702233724,0
100154,Manufactura,25,3,0.3085289152198681,2544.5982154955973,108,0,0.2470230442959287,0
100155,Retail,8,4,0.0480732784041228,3063.5175907132243,41,0,0.3811568450580953,1
100156,Salud,24,6,0.1298285581409116,12658.317606225848,78,0,0.21696123920895385,0
100157,Salud,20,8,0.27878760157151383,4271.763498557565,87,0,0.3064790959393329,1
100158,Retail,48,4,0.3538379065785298,12662.572720296137,50,0,0.17922151536512962,0
100159,Salud,30,4,0.13033555463887245,14542.038241853605,85,0,0.307110784196062,1
100160,Finanzas,20,7,0.30410737291431783,3682.492221471925,113,0,0.2979898009954809,0
100161,Finanzas,18,8,0.20053056829182458,16858.41796135968,115,1,0.2051445407889614,0
100162,Finanzas,4,4,0.2637645745844369,4823.267973582165,121,0,0.31788602892295226,1
100163,Finanzas,48,7,0.28653424457765214,5162.319519751212,114,0,0.17767932450507729,0
100164,Retail,36,9,0.28237614855512516,3455.2513555638284,47,0,0.24333093179398332,0
100165,Salud,6,4,0.4028146957606997,1056.0474916711498,78,0,0.3167790157294016,1
100166,Retail,3,4,0.5146025836998817,12122.649484398518,54,1,0.365165239173933,1
100167,Retail,18,6,0.5128103996423586,7655.785150136469,57,0,0.4179816541525249,1
100168,Retail,47,6,0.05282506174799836,632.2190423079082,59,0,0.20523546241556193,0
100169,Finanzas,40,8,0.47749849499956304,27302.25180047595,122,0,0.2818981592444407,0
100170,Salud,18,10,0.18923176216887072,13626.196809466735,71,1,0.24836369705091696,0
100171,Retail,56,5,0.27381921708408347,3500.394844557108,47,0,0.19436384651450872,0
100172,Finanzas,23,7,0.46986024825631656,15629.301764644586,128,1,0.22050080689540807,0
100173,Retail,35,7,0.23911467632194033,4149.792767555095,42,0,0.21124135399848892,0
100174,Finanzas,6,6,0.13442889749311554,3271.477303905547,125,0,0.31192981523522395,1
100175,Retail,54,7,0.23712870703230388,25132.064708438476,55,0,0.19625510724557985,0
100176,Salud,26,11,0.3863441728029643,25356.92735475765,73,0,0.25697100878710805,0
100177,Finanzas,21,5,0.44517843746176233,11889.131387815996,127,0,0.2696819328130794,0
100178,Manufactura,24,4,0.3081154712668426,9718.954648990846,109,1,0.2538026191415512,0
100179,Retail,15,9,0.24997558306212167,5860.117213532431,45,0,0.2416981414223462,0
100180,Retail,27,7,0.3250049000301064,2884.877482127183,50,1,0.23324610523466568,0
100181,Retail,32,8,0.2812128047066621,7697.37917072667,40,0,0.23030518954133575,0
100182,Manufactura,12,6,0.25888228906582655,11662.649837852567,94,0,0.25715991413962774,0
100183,Manufactura,5,7,0.2818430569465487,9233.338199461221,91,0,0.19149614841268678,0
100184,Retail,7,3,0.31201302142248144,1853.5439142155326,46,0,0.2916654367821746,0
100185,Salud,22,5,0.3041023603152936,21088.307772977758,88,0,0.2898436414248618,0
100186,Salud,27,5,0.05202658805244776,2383.7119832516014,70,0,0.13999287409834024,0
100187,Finanzas,15,6,0.33304464175942555,11564.861418607527,126,0,0.314443424122897,1
100188,Finanzas,39,7,0.1446854905437382,22799.260273466625,125,0,0.18284358222417005,0
100189,Retail,45,7,0.3918493798802348,5009.368594154013,47,0,0.19725036064693185,0
100190,Retail,57,4,0.32647199360052453,9302.120943651675,48,0,0.15783976356427123,0
100191,Manufactura,35,7,0.40423748187554454,9314.938436365588,92,0,0.2477046303223822,0
100192,Manufactura,26,4,0.13377696690055396,9354.446118840453,98,0,0.23764536473138104,0
100193,Finanzas,23,8,0.18086052936847596,3793.8231198277294,123,1,0.2625792691926113,0
100194,Retail,13,4,0.5911421749056985,17186.338055046064,40,1,0.2326993847006274,0
100195,Retail,26,7,0.1296000554359913,3198.171522340678,47,0,0.32315660980634414,1
100196,Salud,3,10,0.17510913716551865,16382.001756798154,85,0,0.26123963436395253,0
100197,Manufactura,29,4,0.3428085881785582,7724.299946694293,92,1,0.21401406080520533,0
100198,Manufactura,2,6,0.2055299159220155,34185.38881632473,100,0,0.2981136826328223,0
100199,Salud,28,8,0.33308353794662243,4556.028279888344,80,0,0.29386005144740257,0
100200,Finanzas,23,3,0.08612702202650853,2877.1699980011067,124,0,0.30804911136007,1
100201,Retail,36,5,0.15571029108407947,8502.385467458567,40,0,0.21686225079276755,0
100202,Retail,49,5,0.38974490072131396,4130.824155128059,48,1,0.18346784447497877,0
100203,Manufactura,6,13,0.5006410501388893,3005.45326082479,101,0,0.2486932186580289,0
100204,Finanzas,11,4,0.26700482069893233,19884.257067634448,120,0,0.2840936022402492,0
100205,Retail,38,5,0.1084126259427227,9613.82788913091,51,0,0.222541912188333,0
100206,Retail,54,8,0.6391345660341357,15508.610114701942,46,1,0.18628864477832696,0
100207,Salud,34,7,0.2928922850889006,3187.6329319215324,79,0,0.25545554255323993,0
100208,Retail,17,10,0.5066396108786336,2086.418428870204,44,0,0.28139596997228733,0
100209,Retail,3,7,0.17349833903947573,10832.823534251707,54,1,0.30810965152009034,1
100210,Finanzas,44,4,0.1559192005783304,6203.929426726295,110,1,0.2333745672166764,0
100211,Salud,46,4,0.4912854942295249,4312.504620828815,85,0,0.23009829322843292,0
100212,Salud,34,2,0.1878087707738217,12534.726816275454,71,0,0.3004171082663155,1
100213,Retail,22,5,0.34496968901060077,2560.0838742429555,51,0,0.2870079367745604,0
100214,Salud,29,5,0.29047543874389653,6156.76666184067,73,1,0.24138597599927392,0
100215,Retail,54,3,0.29996308399112603,7425.180013577989,41,0,0.1707927897117866,0
100216,Retail,29,3,0.1715906286430456,2344.1654660298054,42,0,0.2860435694739799,0
100217,Salud,5,9,0.28811805883285413,3652.04268270548,89,0,0.3055616379115013,1
100218,Finanzas,10,9,0.35528083914616465,15509.42271091141,117,1,0.3286350095516385,1
100219,Salud,10,7,0.17148295036125677,4141.648988620856,73,0,0.27678960682631937,0
100220,Salud,53,8,0.2599411281931276,11512.657394240852,86,0,0.23035567863607334,0
100221,Finanzas,9,2,0.30342012023687087,6083.357184360917,114,0,0.4040038860695891,1
100222,Retail,21,7,0.32660056852196284,6816.026923498428,50,0,0.30183650726535294,1
100223,Finanzas,13,6,0.32534057480268685,4826.144063634551,119,0,0.24088656178015713,0
100224,Retail,10,8,0.3659300384725146,9948.93598463619,51,1,0.32512542009319295,1
100225,Retail,38,12,0.24065268527046565,8905.207791545548,42,1,0.18581567588265288,0
100226,Manufactura,11,2,0.5757116521330056,18146.173741693834,98,1,0.34655982241970384,1
100227,Finanzas,4,6,0.05573779043230212,17647.15152019432,128,1,0.3365476474879815,1
100228,Manufactura,58,6,0.1783565373303148,1821.2080226195026,94,0,0.15138027899833814,0
100229,Finanzas,46,6,0.39499289138922467,7203.982588879698,124,1,0.20015626304634387,0
100230,Salud,31,4,0.2412408624226973,3878.885981478729,81,1,0.2990034663018985,0
100231,Finanzas,49,5,0.09493739630686342,10681.861289354652,113,0,0.27238428809171805,0
100232,Finanzas,52,7,0.5536869975927405,9345.282249477383,124,0,0.18000147943900396,0
100233,Finanzas,34,8,0.11918861684081217,1409.2904550588864,116,0,0.2599091178766876,0
100234,Retail,42,8,0.059286972088648526,11756.918388679442,42,0,0.23911311141501834,0
100235,Salud,35,3,0.1464145326479813,1531.8497891613836,76,0,0.17544438002645465,0
100236,Retail,39,6,0.16297945600330585,7412.564268121983,52,1,0.2438535843373095,0
100237,Retail,39,9,0.1540334670958695,5751.596368845817,43,0,0.1991263671651326,0
100238,Finanzas,33,7,0.16713955169188283,5477.873687981172,110,1,0.19078000173904985,0
100239,Retail,8,9,0.4597527393730892,4271.856947331404,44,0,0.3483244381907032,1
100240,Manufactura,32,5,0.17880053527177198,2368.8103833996283,99,0,0.2648830432787566,0
100241,Manufactura,55,5,0.4113908491298897,12950.605282020148,92,0,0.25141515059032166,0
100242,Manufactura,33,4,0.49456489247068414,7903.914306479213,93,0,0.283988288873195,0
100243,Finanzas,8,3,0.07489035115168236,6998.861541482857,124,0,0.3246235357101947,1
100244,Retail,46,5,0.3160574576464958,12702.318979960633,40,0,0.1972507250615893,0
100245,Manufactura,14,6,0.2592863897824266,8761.231270165797,98,0,0.2234122993282498,0
100246,Finanzas,34,6,0.552278284535208,25437.663089982023,122,0,0.2803067757024721,0
100247,Manufactura,8,4,0.07519994953578775,11232.400535086777,90,0,0.35445239437982695,1
100248,Manufactura,51,5,0.3410422160015759,5539.607734779393,100,0,0.21065246961015133,0
100249,Manufactura,42,4,0.2903315153368943,3409.2185081642538,91,0,0.27661343997106325,0
100250,Retail,7,10,0.12113976165898971,4128.15371694046,40,0,0.2936193193338275,0
100251,Finanzas,13,3,0.2965546287765479,14027.755866826607,114,1,0.29587251115497687,0
100252,Manufactura,54,8,0.39674021599179077,6721.434543453657,102,0,0.18506207353920567,0
100253,Retail,21,6,0.16827444076493497,10342.4565906921,41,0,0.2858783211986813,0
100254,Retail,47,7,0.3957090813487346,6435.840590941154,59,1,0.2498034058309658,0
100255,Finanzas,32,6,0.5878123394353514,12555.597831001998,116,0,0.2103862247727429,0
100256,Manufactura,11,12,0.0932074446193664,12144.689575862902,106,0,0.26614959470730104,0
100257,Salud,58,4,0.14192172099530337,10503.242922543486,78,0,0.16062026821437933,0
100258,Finanzas,14,4,0.3584871783639491,3749.6805319296436,110,0,0.2704831367480034,0
100259,Retail,11,6,0.18232617562550216,3080.1144842016897,47,0,0.29741043356521385,0
100260,Finanzas,2,6,0.256119489299293,2677.434804006065,111,1,0.3785007745784372,1
100261,Manufactura,34,4,0.5631112363505929,7127.895696536679,104,0,0.24569671648465422,0
100262,Retail,44,7,0.6807102557652449,4693.827595022437,49,1,0.18388889931623667,0
100263,Finanzas,47,6,0.08999606784494618,2793.231060574351,115,1,0.20904991398530243,0
100264,Manufactura,17,7,0.0939290199271439,13038.120710910915,91,1,0.27093209229690196,0
100265,Salud,14,3,0.458255020470756,3508.634601662028,80,0,0.31616463838482933,1
100266,Salud,25,6,0.2044586332007504,10732.146683438843,82,0,0.32549199794616707,1
100267,Salud,48,7,0.4853286374710844,11248.703604515598,88,0,0.18986466318024933,0
100268,Finanzas,27,3,0.5014433176795308,28168.3589885457,116,0,0.2728122671088908,0
100269,Retail,8,9,0.2808095244119158,2648.2020296323,42,0,0.28586771041980774,0
100270,Salud,56,6,0.21177691999096512,5659.180247005747,85,0,0.15598887987907592,0
100271,Salud,17,6,0.08603717258320583,12171.617671256787,77,0,0.3284742630274277,1
100272,Manufactura,5,13,0.40857262827425883,4037.295085149947,100,0,0.3655088570547539,1
100273,Manufactura,12,5,0.12421122708526172,12022.72207061619,91,0,0.37448272164094837,1
100274,Finanzas,38,8,0.32866756216764176,12621.404865783496,124,0,0.1537977490539778,0
100275,Finanzas,18,6,0.24639029733328366,6373.165511293336,111,1,0.2644400371967884,0
100276,Salud,26,4,0.47079503008157275,8153.303078850136,74,0,0.23315932033765108,0
100277,Finanzas,31,9,0.33819222089680795,10159.749233879813,111,0,0.23837257054029426,0
100278,Salud,37,4,0.2552293830993132,5280.6346137443825,83,0,0.25487626070721714,0
100279,Salud,6,4,0.09003233633558588,4710.225979169616,83,0,0.349102929372517,1
100280,Manufactura,41,7,0.0507303938807726,15476.20513931837,108,0,0.13467187205790193,0
100281,Retail,15,5,0.1527674735182494,6044.0610769043005,49,0,0.2420471871325259,0
100282,Finanzas,42,8,0.11454696305518094,3296.2971461249776,122,0,0.2105304579513929,0
100283,Retail,49,6,0.16460622540215353,2933.835230059895,53,0,0.19168158172501598,0
100284,Finanzas,26,5,0.5275045278949951,4028.8188832452524,124,1,0.2060701648166111,0
100285,Retail,51,4,0.27409975459451646,18465.712080763307,54,0,0.15924056376694493,0
100286,Finanzas,12,4,0.4578090370324012,13027.403261978357,115,0,0.2906794414819393,0
100287,Finanzas,41,7,0.5275818834397158,7420.611518885722,112,0,0.22524867847142815,0
100288,Retail,47,5,0.06361746544421538,5105.10771421123,44,1,0.21681806727496447,0
100289,Finanzas,14,4,0.5929785300599165,2601.399467383466,113,0,0.32792243832983536,1
100290,Retail,1,8,0.4414510028534772,16039.373788700652,56,0,0.3821619383390329,1
100291,Retail,17,3,0.563754228031368,6039.560264095055,51,0,0.26540068843477554,0
100292,Salud,33,8,0.697277593616821,29759.74820499429,78,0,0.2281979733041475,0
100293,Finanzas,55,4,0.3961898977707461,4176.143130253721,119,0,0.20132765827334703,0
100294,Retail,29,7,0.17951621524100908,6762.294780300273,54,0,0.24219295141152875,0
100295,Finanzas,53,6,0.42457989855070477,2741.3433386283855,117,0,0.17873207876400177,0
100296,Salud,54,5,0.07039884892509372,695.8857874748558,77,0,0.18101568079426536,0
100297,Retail,45,4,0.6171047409850163,18321.117515238224,50,0,0.18665300503601817,0
100298,Finanzas,31,5,0.42672909432704476,1724.9370263604605,123,0,0.28097254825331885,0
100299,Retail,8,7,0.16996434962083246,6247.997977285658,47,0,0.28705388363828604,0
100300,Retail,30,7,0.29310399527368736,5865.944350276514,54,0,0.2184560369369078,0
100301,Finanzas,13,4,0.43143827677053975,2485.8662165257474,110,0,0.3410573345670092,1
100302,Finanzas,16,4,0.6200143847318985,11704.34295316828,114,1,0.2304099058277249,0
100303,Finanzas,2,5,0.18166602947791413,8734.385970040054,120,1,0.3492302691311771,1
100304,Salud,45,8,0.0916885582574427,20559.621016655474,84,0,0.17977382447979676,0
100305,Manufactura,18,6,0.032760782846846435,5907.107579295247,90,0,0.31123156292473486,1
100306,Finanzas,35,7,0.1900827932754718,830.677595128801,128,0,0.2220234301823706,0
100307,Retail,45,5,0.633073492435432,13391.67632062252,48,0,0.25209708434604033,0
100308,Salud,19,3,0.20862133712238667,7770.379696154416,75,0,0.25671456122222147,0
100309,Retail,13,5,0.43447637858467053,3726.5145121519545,45,0,0.28262262003080624,0
100310,Finanzas,51,7,0.0904498599018104,2677.1150830263387,114,0,0.1993709167537019,0
100311,Retail,4,7,0.2164995282832033,12364.61533910254,55,0,0.28585655611712524,0
100312,Retail,19,8,0.7371631076236675,8418.907395333066,45,1,0.2834439866038311,0
