ID_Cliente,Sector_Negocio,Tiempo_en_Servicio_Meses,Probabilidad_Modelo,Prioridad_Atencion,Ingresos_Previstos_USD,Ingresos_M_USD,Costo_Retencion_USD
100138,Finanzas,32,0.3066269180714269,Media,7572.57848232902,0.0075725784823290196,127
100139,Manufactura,44,0.2280909063755356,Baja,15261.297811806657,0.015261297811806657,101
100140,Manufactura,16,0.2943428830685713,Media,11864.501993820491,0.01186450199382049,101
100141,Retail,46,0.2089756750651094,Baja,5111.87721698436,0.005111877216984359,50
100142,Finanzas,55,0.1653778485934583,Baja,9069.200849497847,0.009069200849497847,123
100143,Retail,10,0.3570179356654805,Media,27305.334256442588,0.027305334256442586,59
100144,Retail,14,0.2839337075857641,Media,13037.437366527727,0.013037437366527727,56
100145,Retail,39,0.2132057739253488,Baja,1371.8391235250383,0.0013718391235250382,46
100146,Finanzas,36,0.2732750218641143,Media,11579.844620952252,0.011579844620952252,128
100147,Finanzas,34,0.2688605040979567,Media,17760.522135564697,0.017760522135564696,127
100148,Retail,24,0.2115659599043883,Baja,5612.766219864317,0.005612766219864317,46
100149,Retail,18,0.2323939267000101,Baja,11637.17058034893,0.01163717058034893,59
100150,Manufactura,16,0.2300140039458261,Baja,17153.796274574874,0.017153796274574872,104
100151,Retail,41,0.2548729066834148,Media,7719.465645347598,0.007719465645347598,51
100152,Retail,37,0.2262395513293694,Baja,9382.667523923255,0.009382667523923256,49
100153,Finanzas,41,0.2284798870223372,Baja,3572.658368911354,0.003572658368911354,115
100154,Manufactura,25,0.2470230442959287,Baja,2544.5982154955973,0.0025445982154955974,108
100155,Retail,8,0.3811568450580953,Media,3063.5175907132243,0.0030635175907132244,41
100156,Salud,24,0.2169612392089538,Baja,12658.317606225848,0.012658317606225848,78
100157,Salud,20,0.3064790959393329,Media,4271.763498557565,0.0042717634985575655,87
100158,Retail,48,0.1792215153651296,Baja,12662.572720296135,0.012662572720296136,50
100159,Salud,30,0.307110784196062,Media,14542.038241853605,0.014542038241853605,85
100160,Finanzas,20,0.2979898009954809,Media,3682.492221471925,0.003682492221471925,113
100161,Finanzas,18,0.2051445407889614,Baja,16858.41796135968,0.01685841796135968,115
100162,Finanzas,4,0.3178860289229522,Media,4823.267973582165,0.0048232679735821645,121
100163,Finanzas,48,0.1776793245050772,Baja,5162.319519751212,0.005162319519751212,114
100164,Retail,36,0.2433309317939833,Baja,3455.2513555638284,0.0034552513555638283,47
100165,Salud,6,0.3167790157294016,Media,1056.0474916711498,0.0010560474916711498,78
100166,Retail,3,0.365165239173933,Media,12122.649484398518,0.012122649484398519,54
100167,Retail,18,0.4179816541525249,Alta,7655.785150136469,0.007655785150136469,57
100168,Retail,47,0.2052354624155619,Baja,632.2190423079082,0.0006322190423079082,59
100169,Finanzas,40,0.2818981592444407,Media,27302.25180047595,0.027302251800475952,122
100170,Salud,18,0.2483636970509169,Baja,13626.196809466735,0.013626196809466735,71
100171,Retail,56,0.1943638465145087,Baja,3500.394844557108,0.0035003948445571083,47
100172,Finanzas,23,0.220500806895408,Baja,15629.301764644586,0.015629301764644585,128
100173,Retail,35,0.2112413539984889,Baja,4149.792767555095,0.004149792767555095,42
100174,Finanzas,6,0.3119298152352239,Media,3271.477303905547,0.003271477303905547,125
100175,Retail,54,0.1962551072455798,Baja,25132.06470843848,0.02513206470843848,55
100176,Salud,26,0.256971008787108,Media,25356.92735475765,0.025356927354757648,73
100177,Finanzas,21,0.2696819328130794,Media,11889.131387815996,0.011889131387815997,127
100178,Manufactura,24,0.2538026191415512,Media,9718.954648990846,0.009718954648990846,109
100179,Retail,15,0.2416981414223462,Baja,5860.117213532431,0.005860117213532431,45
100180,Retail,27,0.2332461052346656,Baja,2884.877482127183,0.0028848774821271833,50
100181,Retail,32,0.2303051895413357,Baja,7697.37917072667,0.00769737917072667,40
100182,Manufactura,12,0.2571599141396277,Media,11662.649837852568,0.01166264983785257,94
100183,Manufactura,5,0.1914961484126867,Baja,9233.33819946122,0.009233338199461219,91
100184,Retail,7,0.2916654367821746,Media,1853.5439142155328,0.0018535439142155327,46
100185,Salud,22,0.2898436414248618,Media,21088.30777297776,0.021088307772977762,88
100186,Salud,27,0.1399928740983402,Baja,2383.7119832516014,0.0023837119832516014,70
100187,Finanzas,15,0.314443424122897,Media,11564.861418607528,0.011564861418607528,126
100188,Finanzas,39,0.18284358222417,Baja,22799.260273466625,0.022799260273466626,125
100189,Retail,45,0.1972503606469318,Baja,5009.368594154013,0.0050093685941540135,47
100190,Retail,57,0.1578397635642712,Baja,9302.120943651676,0.009302120943651676,48
100191,Manufactura,35,0.2477046303223822,Baja,9314.938436365588,0.009314938436365588,92
100192,Manufactura,26,0.237645364731381,Baja,9354.446118840451,0.009354446118840452,98
100193,Finanzas,23,0.2625792691926113,Media,3793.8231198277294,0.0037938231198277293,123
100194,Retail,13,0.2326993847006274,Baja,17186.338055046064,0.017186338055046064,40
100195,Retail,26,0.3231566098063441,Media,3198.171522340678,0.003198171522340678,47
100196,Salud,3,0.2612396343639525,Media,16382.001756798154,0.016382001756798156,85
100197,Manufactura,29,0.2140140608052053,Baja,7724.299946694293,0.007724299946694293,92
100198,Manufactura,2,0.2981136826328223,Media,34185.38881632473,0.034185388816324734,100
100199,Salud,28,0.2938600514474025,Media,4556.028279888344,0.0045560282798883436,80
100200,Finanzas,23,0.30804911136007,Media,2877.1699980011067,0.002877169998001107,124
100201,Retail,36,0.2168622507927675,Baja,8502.385467458567,0.008502385467458568,40
100202,Retail,49,0.1834678444749787,Baja,4130.824155128059,0.004130824155128059,48
100203,Manufactura,6,0.2486932186580289,Baja,3005.45326082479,0.00300545326082479,101
100204,Finanzas,11,0.2840936022402492,Media,19884.257067634448,0.01988425706763445,120
100205,Retail,38,0.222541912188333,Baja,9613.82788913091,0.00961382788913091,51
100206,Retail,54,0.1862886447783269,Baja,15508.610114701942,0.015508610114701941,46
100207,Salud,34,0.2554555425532399,Media,3187.6329319215324,0.0031876329319215323,79
100208,Retail,17,0.2813959699722873,Media,2086.418428870204,0.002086418428870204,44
100209,Retail,3,0.3081096515200903,Media,10832.823534251707,0.010832823534251707,54
100210,Finanzas,44,0.2333745672166764,Baja,6203.929426726295,0.0062039294267262944,110
100211,Salud,46,0.2300982932284329,Baja,4312.504620828815,0.0043125046208288146,85
100212,Salud,34,0.3004171082663155,Media,12534.726816275454,0.012534726816275453,71
100213,Retail,22,0.2870079367745604,Media,2560.0838742429555,0.0025600838742429557,51
100214,Salud,29,0.2413859759992739,Baja,6156.76666184067,0.00615676666184067,73
100215,Retail,54,0.1707927897117866,Baja,7425.180013577989,0.0074251800135779885,41
100216,Retail,29,0.2860435694739799,Media,2344.165466029805,0.002344165466029805,42
100217,Salud,5,0.3055616379115013,Media,3652.04268270548,0.0036520426827054797,89
100218,Finanzas,10,0.3286350095516385,Media,15509.42271091141,0.015509422710911411,117
100219,Salud,10,0.2767896068263193,Media,4141.648988620856,0.004141648988620856,73
100220,Salud,53,0.2303556786360733,Baja,11512.657394240852,0.011512657394240853,86
100221,Finanzas,9,0.4040038860695891,Media,6083.357184360917,0.006083357184360917,114
100222,Retail,21,0.3018365072653529,Media,6816.026923498428,0.006816026923498428,50
100223,Finanzas,13,0.2408865617801571,Baja,4826.144063634551,0.004826144063634551,119
100224,Retail,10,0.3251254200931929,Media,9948.93598463619,0.00994893598463619,51
100225,Retail,38,0.1858156758826528,Baja,8905.207791545548,0.008905207791545548,42
100226,Manufactura,11,0.3465598224197038,Media,18146.173741693838,0.018146173741693836,98
100227,Finanzas,4,0.3365476474879815,Media,17647.15152019432,0.017647151520194318,128
100228,Manufactura,58,0.1513802789983381,Baja,1821.2080226195023,0.0018212080226195023,94
100229,Finanzas,46,0.2001562630463438,Baja,7203.982588879698,0.007203982588879698,124
100230,Salud,31,0.2990034663018985,Media,3878.885981478729,0.003878885981478729,81
100231,Finanzas,49,0.272384288091718,Media,10681.861289354652,0.010681861289354652,113
100232,Finanzas,52,0.1800014794390039,Baja,9345.282249477385,0.009345282249477385,124
100233,Finanzas,34,0.2599091178766876,Media,1409.2904550588864,0.0014092904550588865,116
100234,Retail,42,0.2391131114150183,Baja,11756.918388679442,0.011756918388679441,42
100235,Salud,35,0.1754443800264546,Baja,1531.8497891613836,0.0015318497891613837,76
100236,Retail,39,0.2438535843373095,Baja,7412.564268121983,0.007412564268121983,52
100237,Retail,39,0.1991263671651326,Baja,5751.596368845817,0.005751596368845817,43
100238,Finanzas,33,0.1907800017390498,Baja,5477.873687981172,0.005477873687981172,110
100239,Retail,8,0.3483244381907032,Media,4271.856947331404,0.0042718569473314035,44
100240,Manufactura,32,0.2648830432787566,Media,2368.8103833996283,0.0023688103833996283,99
100241,Manufactura,55,0.2514151505903216,Media,12950.605282020148,0.012950605282020147,92
100242,Manufactura,33,0.283988288873195,Media,7903.914306479213,0.007903914306479213,93
100243,Finanzas,8,0.3246235357101947,Media,6998.861541482857,0.006998861541482857,124
100244,Retail,46,0.1972507250615893,Baja,12702.318979960632,0.012702318979960632,40
100245,Manufactura,14,0.2234122993282498,Baja,8761.231270165797,0.008761231270165797,98
100246,Finanzas,34,0.2803067757024721,Media,25437.663089982023,0.025437663089982025,122
100247,Manufactura,8,0.3544523943798269,Media,11232.400535086776,0.011232400535086775,90
100248,Manufactura,51,0.2106524696101513,Baja,5539.607734779393,0.005539607734779393,100
100249,Manufactura,42,0.2766134399710632,Media,3409.2185081642538,0.0034092185081642536,91
100250,Retail,7,0.2936193193338275,Media,4128.15371694046,0.00412815371694046,40
100251,Finanzas,13,0.2958725111549768,Media,14027.755866826608,0.014027755866826608,114
100252,Manufactura,54,0.1850620735392056,Baja,6721.434543453657,0.006721434543453657,102
100253,Retail,21,0.2858783211986813,Media,10342.4565906921,0.0103424565906921,41
100254,Retail,47,0.2498034058309658,Media,6435.840590941154,0.006435840590941154,59
100255,Finanzas,32,0.2103862247727429,Baja,12555.597831001998,0.012555597831001998,116
100256,Manufactura,11,0.266149594707301,Media,12144.689575862902,0.012144689575862901,106
100257,Salud,58,0.1606202682143793,Baja,10503.242922543486,0.010503242922543485,78
100258,Finanzas,14,0.2704831367480034,Media,3749.680531929644,0.003749680531929644,110
100259,Retail,11,0.2974104335652138,Media,3080.1144842016897,0.0030801144842016897,47
100260,Finanzas,2,0.3785007745784372,Media,2677.434804006065,0.002677434804006065,111
100261,Manufactura,34,0.2456967164846542,Baja,7127.895696536679,0.007127895696536679,104
100262,Retail,44,0.1838888993162366,Baja,4693.827595022437,0.004693827595022437,49
100263,Finanzas,47,0.2090499139853024,Baja,2793.231060574351,0.002793231060574351,115
100264,Manufactura,17,0.2709320922969019,Media,13038.120710910916,0.013038120710910917,91
100265,Salud,14,0.3161646383848293,Media,3508.634601662028,0.0035086346016620284,80
100266,Salud,25,0.325491997946167,Media,10732.146683438845,0.010732146683438845,82
100267,Salud,48,0.1898646631802493,Baja,11248.703604515598,0.011248703604515598,88
100268,Finanzas,27,0.2728122671088908,Media,28168.3589885457,0.0281683589885457,116
100269,Retail,8,0.2858677104198077,Media,2648.2020296323,0.0026482020296322998,42
100270,Salud,56,0.1559888798790759,Baja,5659.180247005747,0.005659180247005747,85
100271,Salud,17,0.3284742630274277,Media,12171.617671256789,0.012171617671256789,77
100272,Manufactura,5,0.3655088570547539,Media,4037.295085149947,0.004037295085149948,100
100273,Manufactura,12,0.3744827216409483,Media,12022.72207061619,0.01202272207061619,91
100274,Finanzas,38,0.1537977490539778,Baja,12621.404865783496,0.012621404865783496,124
100275,Finanzas,18,0.2644400371967884,Media,6373.165511293336,0.006373165511293336,111
100276,Salud,26,0.233159320337651,Baja,8153.303078850136,0.008153303078850137,74
100277,Finanzas,31,0.2383725705402942,Baja,10159.749233879813,0.010159749233879812,111
100278,Salud,37,0.2548762607072171,Media,5280.634613744383,0.005280634613744384,83
100279,Salud,6,0.349102929372517,Media,4710.225979169616,0.004710225979169616,83
100280,Manufactura,41,0.1346718720579019,Baja,15476.20513931837,0.015476205139318371,108
100281,Retail,15,0.2420471871325259,Baja,6044.0610769043005,0.0060440610769043005,49
100282,Finanzas,42,0.2105304579513929,Baja,3296.2971461249776,0.0032962971461249777,122
100283,Retail,49,0.1916815817250159,Baja,2933.835230059895,0.002933835230059895,53
100284,Finanzas,26,0.2060701648166111,Baja,4028.818883245253,0.004028818883245253,124
100285,Retail,51,0.1592405637669449,Baja,18465.712080763307,0.018465712080763308,54
100286,Finanzas,12,0.2906794414819393,Media,13027.403261978356,0.013027403261978356,115
100287,Finanzas,41,0.2252486784714281,Baja,7420.611518885722,0.007420611518885722,112
100288,Retail,47,0.2168180672749644,Baja,5105.10771421123,0.00510510771421123,44
100289,Finanzas,14,0.3279224383298353,Media,2601.399467383466,0.002601399467383466,113
100290,Retail,1,0.3821619383390329,Media,16039.373788700652,0.016039373788700653,56
100291,Retail,17,0.2654006884347755,Media,6039.560264095055,0.006039560264095055,51
100292,Salud,33,0.2281979733041475,Baja,29759.74820499429,0.029759748204994288,78
100293,Finanzas,55,0.201327658273347,Baja,4176.143130253721,0.004176143130253721,119
100294,Retail,29,0.2421929514115287,Baja,6762.294780300273,0.006762294780300273,54
100295,Finanzas,53,0.1787320787640017,Baja,2741.343338628385,0.002741343338628385,117
100296,Salud,54,0.1810156807942653,Baja,695.8857874748558,0.0006958857874748558,77
100297,Retail,45,0.1866530050360181,Baja,18321.117515238224,0.018321117515238225,50
100298,Finanzas,31,0.2809725482533188,Media,1724.9370263604603,0.0017249370263604604,123
100299,Retail,8,0.287053883638286,Media,6247.997977285658,0.006247997977285658,47
100300,Retail,30,0.2184560369369078,Baja,5865.944350276514,0.005865944350276514,54
100301,Finanzas,13,0.3410573345670092,Media,2485.8662165257474,0.002485866216525747,110
100302,Finanzas,16,0.2304099058277249,Baja,11704.34295316828,0.01170434295316828,114
100303,Finanzas,2,0.3492302691311771,Media,8734.385970040054,0.008734385970040054,120
100304,Salud,45,0.1797738244797967,Baja,20559.621016655477,0.020559621016655476,84
100305,Manufactura,18,0.3112315629247348,Media,5907.107579295247,0.005907107579295247,90
100306,Finanzas,35,0.2220234301823706,Baja,830.677595128801,0.000830677595128801,128
100307,Retail,45,0.2520970843460403,Media,13391.67632062252,0.01339167632062252,48
100308,Salud,19,0.2567145612222214,Media,7770.379696154416,0.007770379696154415,75
100309,Retail,13,0.2826226200308062,Media,3726.5145121519545,0.0037265145121519543,45
100310,Finanzas,51,0.1993709167537019,Baja,2677.1150830263387,0.0026771150830263387,114
100311,Retail,4,0.2858565561171252,Media,12364.61533910254,0.01236461533910254,55
100312,Retail,19,0.2834439866038311,Media,8418.907395333066,0.008418907395333066,45
100313,Manufactura,50,0.1619961852570385,Baja,7731.915251099619,0.007731915251099619,97
100314,Salud,25,0.3012874833856442,Media,29794.38652469263,0.02979438652469263,83
100315,Salud,38,0.2181265195124895,Baja,24346.890387115192,0.024346890387115194,77
100316,Finanzas,51,0.1834114872419085,Baja,7820.430275560289,0.00782043027556029,122
100317,Retail,57,0.1691123650146063,Baja,23527.272529704416,0.023527272529704418,52
100318,Retail,31,0.2614981188538812,Media,12907.832073145191,0.01290783207314519,48
100319,Retail,36,0.2873005938694233,Media,6365.169625395343,0.0063651696253953435,44
100320,Finanzas,4,0.296157442138242,Media,23422.07619542927,0.02342207619542927,128
100321,Salud,56,0.1308225679453729,Baja,4430.843573267938,0.004430843573267938,73
100322,Salud,39,0.2245673499710506,Baja,15670.144400773508,0.01567014440077351,86
100323,Retail,7,0.3312524894106816,Media,4081.186639127496,0.004081186639127496,59
100324,Manufactura,58,0.1874859494195924,Baja,9962.852310985165,0.009962852310985164,103
100325,Salud,55,0.2744533013611607,Media,12619.768693074966,0.012619768693074965,78
100326,Finanzas,58,0.1478707374475451,Baja,20313.152362245208,0.020313152362245207,120
100327,Finanzas,16,0.2903265916760997,Media,3551.164931332444,0.003551164931332444,122
100328,Finanzas,59,0.1641250619392705,Baja,7248.619848285557,0.007248619848285557,111
100329,Retail,48,0.1877282364271494,Baja,19573.14214764144,0.01957314214764144,47
100330,Finanzas,5,0.3222241286342642,Media,2926.6833480551127,0.0029266833480551127,116
100331,Salud,47,0.1789332436747596,Baja,9820.4268029565,0.009820426802956498,70
